r_vec,x_vec,xr_vec,e_vec,par_vec,reg_vec,par_dot_vec,u_vec,enc_u_vec
1.13875,"[[0.8154553124999999]
 [0.968227875]]","[[0.8131928125]
 [0.9793963124999999]]","[[0.0022624999999999998]
 [-0.0111684375]]","[[3.565179134648125]
 [0.9381075486040679]]","[[0.33525]
 [0.968227875]]","[[1.5001653015000003]
 [1.7329352189028753]]",[[2.10344780925]],1452.62821432701
1.14875,"[[0.8251458749999999]
 [0.9698811875]]","[[0.822962125]
 [0.981300375]]","[[0.00218375]
 [-0.011419187499999999]]","[[3.5802516530150004]
 [0.9553293521890288]]","[[0.32749999999999996]
 [0.9698811875]]","[[1.4703266629687504]
 [1.7416280749964652]]",[[2.099010879359375]],1453.14424536915
1.1585,"[[0.834852625]
 [0.9714578749999999]]","[[0.8327290625]
 [0.9829739375]]","[[0.0021235625]
 [-0.0115160625]]","[[3.594953266629687]
 [0.9726662807499648]]","[[0.32175]
 [0.9714578749999999]]","[[1.4573937726562503]
 [1.760016643648477]]",[[2.10167689790625]],1453.26895896386
1.1685,"[[0.8445750624999999]
 [0.9730296875]]","[[0.8424956874999999]
 [0.9845874375]]","[[0.002079375]
 [-0.01155775]]","[[3.6095739377265628]
 [0.9903501664364847]]","[[0.316]
 [0.9730296875]]","[[1.4117474787500002]
 [1.7387212832247074]]",[[2.104144648046875]],1452.7751411385
1.17825,"[[0.8543131875]
 [0.9745948124999999]]","[[0.8522602499999999]
 [0.9860304999999999]]","[[0.0020529375]
 [-0.0114356875]]","[[3.6236174747875003]
 [1.0076372128322473]]","[[0.304]
 [0.9745948124999999]]","[[1.3459285360000002]
 [1.7258620764860864]]",[[2.0836919222968753]],1452.96846285361
1.188,"[[0.8640658124999999]
 [0.9759264999999999]]","[[0.8620245]
 [0.9874134999999999]]","[[0.0020413124999999997]
 [-0.011486999999999999]]","[[3.6369592853599997]
 [1.0250086207648608]]","[[0.292]
 [0.9759264999999999]]","[[1.2983969070000003]
 [1.735702480954563]]",[[2.0623286625]],1453.52261806664
1.198,"[[0.8738305624999999]
 [0.9770203125]]","[[0.87178875]
 [0.9887965]]","[[0.0020418125]
 [-0.0117761875]]","[[3.64998396907]
 [1.0423570248095455]]","[[0.29025]
 [0.9770203125]]","[[1.2965004007031253]
 [1.7455711751797856]]",[[2.077711920703125]],1452.75347203673
1.20775,"[[0.8836069375]
 [0.97824475]]","[[0.8815509374999999]
 [0.9900090625]]","[[0.002056]
 [-0.011764312499999999]]","[[3.6629650040070314]
 [1.059705711751798]]","[[0.28025]
 [0.97824475]]","[[1.2502555212656252]
 [1.7455570654289692]]",[[2.0632506238125]],1453.01723055905
1.2175,"[[0.8933946875]
 [0.97930175]]","[[0.8913128124999999]
 [0.9911615625]]","[[0.002081875]
 [-0.011859812499999999]]","[[3.675502555212656]
 [1.0772055706542896]]","[[0.266]
 [0.97930175]]","[[1.1948896557500002]
 [1.759527735116594]]",[[2.0326358101875]],1452.70973913087
1.22725,"[[0.9031913749999999]
 [0.98003475]]","[[0.9010746875]
 [0.9923140625]]","[[0.0021166875]
 [-0.0122793125]]","[[3.6874488965574996]
 [1.094845277351166]]","[[0.26]
 [0.98003475]]","[[1.1841924737500003]
 [1.785352947413344]]",[[2.0316430425625]],1453.3621055583
1.237,"[[0.9129952499999999]
 [0.980743375]]","[[0.9108341875]
 [0.9932360625]]","[[0.0021610625]
 [-0.012492687499999999]]","[[3.6993419247375]
 [1.1126035294741337]]","[[0.254]
 [0.980743375]]","[[1.1747252826250003]
 [1.8142281935402114]]",[[2.0306865046875]],1453.48446492247
1.24675,"[[0.9228061249999999]
 [0.9814284999999999]]","[[0.9205936874999999]
 [0.9941580624999999]]","[[0.0022124375]
 [-0.0127295625]]","[[3.7109972528262505]
 [1.130642281935402]]","[[0.248]
 [0.9814284999999999]]","[[1.1662868825000001]
 [1.8460633894824066]]",[[2.0300782763750003]],1453.54160839202
1.25625,"[[0.93262375]
 [0.9820940625]]","[[0.9303531875]
 [0.9950800624999999]]","[[0.0022705625]
 [-0.012986]]","[[3.722662868825]
 [1.1492106338948238]]","[[0.23775]
 [0.9820940625]]","[[1.1187931175156252]
 [1.848487316592481]]",[[2.0137554138281253]],1453.24410412158
1.266,"[[0.9424471249999999]
 [0.9825848125]]","[[0.94011]
 [0.9957115]]","[[0.002337125]
 [-0.0131266875]]","[[3.733937931175156]
 [1.167734873165925]]","[[0.22749999999999998]
 [0.9825848125]]","[[1.0802504496875003]
 [1.8661534480364612]]",[[1.9968984147968751]],1453.54198792648
1.2755,"[[0.9522745625]
 [0.9828989374999999]]","[[0.9498671249999999]
 [0.9964029999999999]]","[[0.0024074375]
 [-0.013504062499999999]]","[[3.744802504496875]
 [1.1864115344803645]]","[[0.21725]
 [0.9828989374999999]]","[[1.0587843588437502]
 [1.9159818538754223]]",[[1.97975652684375]],1452.85909505068
1.28525,"[[0.96210425]
 [0.983037125]]","[[0.9596239375]
 [0.9970344375]]","[[0.0024803125]
 [-0.0139973125]]","[[3.7553378435884377]
 [1.2056598185387544]]","[[0.21725]
 [0.983037125]]","[[1.0771504701718753]
 [1.9494927484144222]]",[[2.00112507596875]],1453.39366422355
1.29475,"[[0.971936375]
 [0.9833841249999999]]","[[0.9693786875]
 [0.9974954374999999]]","[[0.0025576875]
 [-0.014111312499999999]]","[[3.7660215047017194]
 [1.2252449274841444]]","[[0.20074999999999998]
 [0.9833841249999999]]","[[1.002632111078125]
 [1.964465594609805]]",[[1.96091589915625]],1453.53505090202
1.3042500000000001,"[[0.9817699375]
 [0.9833261875]]","[[0.9793828124999999]
 [0.9978363124999999]]","[[0.002387125]
 [-0.014510124999999999]]","[[3.7760263211107814]
 [1.2448946559460978]]","[[0.19649999999999998]
 [0.9833261875]]","[[0.9963464830312502]
 [1.99425593898818]]",[[1.9662251034375002]],1451.99409920921
1.31375,"[[0.9916031875]
 [0.9833219375]]","[[0.9893845625]
 [0.9979466874999999]]","[[0.002218625]
 [-0.014624749999999999]]","[[3.7859634648303127]
 [1.2649425593898818]]","[[0.19025]
 [0.9833219375]]","[[0.9755421188125002]
 [2.016752977613063]]",[[1.9641887509375002]],1453.54808440617
1.32325,"[[1.0014363124999999]
 [0.983297625]]","[[0.9993863125]
 [0.9980570624999999]]","[[0.0020499999999999997]
 [-0.0147594375]]","[[3.7957554211881246]
 [1.2851675297761307]]","[[0.17775]
 [0.983297625]]","[[0.9084630749062501]
 [2.0101019908913442]]",[[1.9384778350312502]],1452.66744548739
1.33275,"[[1.011267875]
 [0.9830192499999999]]","[[1.0093856875]
 [0.9979369375]]","[[0.0018821875]
 [-0.014917687499999999]]","[[3.8048346307490624]
 [1.3053510199089136]]","[[0.1735]
 [0.9830192499999999]]","[[0.8993134696562501]
 [2.0380241395356564]]",[[1.9432100010625002]],1453.16534145244
1.34225,"[[1.0210969374999999]
 [0.98279325]]","[[1.0193850625]
 [0.9978168125]]","[[0.0017118749999999999]
 [-0.015023562499999999]]","[[3.813743134696563]
 [1.3256302413953567]]","[[0.16924999999999998]
 [0.98279325]]","[[0.8727630759687501]
 [2.0270539524805318]]",[[1.9484153386875]],1453.47826709349
1.3515,"[[1.030924]
 [0.98262325]]","[[1.0293820624999999]
 [0.9974661874999999]]","[[0.0015419375]
 [-0.014842937499999998]]","[[3.8224776307596877]
 [1.3460205395248053]]","[[0.1525]
 [0.98262325]]","[[0.7793497631250002]
 [2.0085596730646564]]",[[1.9055421445]],1453.40068284772
1.3607500000000001,"[[1.04074725]
 [0.9820321249999999]]","[[1.03937875]
 [0.9970555]]","[[0.0013685]
 [-0.015023374999999999]]","[[3.83029349763125]
 [1.3660855967306467]]","[[0.144]
 [0.9820321249999999]]","[[0.7358744700000002]
 [2.0072523656782892]]",[[1.8930118827500002]],1452.76136340245
1.37025,"[[1.0505640625]
 [0.9813286874999999]]","[[1.0493730625]
 [0.9964143125]]","[[0.001191]
 [-0.015085625]]","[[3.8376087447]
 [1.386072523656783]]","[[0.14375]
 [0.9813286874999999]]","[[0.7397205554687502]
 [2.019805051116563]]",[[1.911762185875]],1453.50451942209
1.3795,"[[1.0603748124999999]
 [0.9808248125]]","[[1.059118]
 [0.99589325]]","[[0.0012568125]
 [-0.015068437499999998]]","[[3.8448972055546875]
 [1.4061980505111655]]","[[0.13524999999999998]
 [0.9808248125]]","[[0.6942678612968751]
 [2.013799344662016]]",[[1.8993211425781251]],1453.05890914134
1.38875,"[[1.0701799374999998]
 [0.9802077499999999]]","[[1.068862625]
 [0.995312125]]","[[0.0013173125]
 [-0.015104375]]","[[3.851942678612969]
 [1.4263879934466204]]","[[0.1205]
 [0.9802077499999999]]","[[0.6095699458750001]
 [1.983303289699516]]",[[1.8624323553750002]],1453.52872802389
1.3980000000000001,"[[1.0799771249999999]
 [0.979237625]]","[[1.078604875]
 [0.9945005]]","[[0.00137225]
 [-0.015262874999999999]]","[[3.8580956994587496]
 [1.4463330328969954]]","[[0.11599999999999999]
 [0.979237625]]","[[0.5926106065000001]
 [2.0009405628339927]]",[[1.86375041515625]],1453.51958590566
1.407,"[[1.0897648125]
 [0.9782998125]]","[[1.0883471249999999]
 [0.9936888749999999]]","[[0.0014176875]
 [-0.0153890625]]","[[3.863926106065]
 [1.46625940562834]]","[[0.10525]
 [0.9782998125]]","[[0.5418715667968751]
 [2.0145637054594103]]",[[1.8411181000781252]],1453.10379558997
1.41625,"[[1.0995420624999999]
 [0.9771565]]","[[1.0980890625]
 [0.9928171874999999]]","[[0.0014529999999999999]
 [-0.0156606875]]","[[3.8694187156679685]
 [1.486395637054594]]","[[0.10074999999999999]
 [0.9771565]]","[[0.5197770266406251]
 [2.0163730643269377]]",[[1.8423952622500002]],1453.34993575281
1.4252500000000001,"[[1.1093080625]
 [0.9760484374999999]]","[[1.1078289374999999]
 [0.9917750624999999]]","[[0.001479125]
 [-0.015726625]]","[[3.8746977702664065]
 [1.506663730643269]]","[[0.092]
 [0.9760484374999999]]","[[0.47652144050000006]
 [2.022091199546973]]",[[1.8271379832031251]],1453.03393414632
1.43425,"[[1.1190623124999999]
 [0.9748112499999999]]","[[1.1175685]
 [0.990672875]]","[[0.0014938125]
 [-0.015861625]]","[[3.8795152144050005]
 [1.52697091199547]]","[[0.08324999999999999]
 [0.9748112499999999]]","[[0.43502056481250007]
 [2.0374218605907033]]",[[1.8115051537500002]],1452.67930311463
1.44325,"[[1.1288035625]
 [0.9734438125]]","[[1.1273080625]
 [0.9895706875]]","[[0.0014954999999999999]
 [-0.016126875]]","[[3.8838502056481254]
 [1.5473742186059072]]","[[0.0745]
 [0.9734438125]]","[[0.3901790874687501]
 [2.0391701592652387]]",[[1.7955003138906251]],1453.02423204713
1.45225,"[[1.1385305]
 [0.971945]]","[[1.13704525]
 [0.988238]]","[[0.00148525]
 [-0.016293]]","[[3.8876517908746875]
 [1.5676417015926527]]","[[0.06774999999999999]
 [0.971945]]","[[0.3588474065781251]
 [2.0590991968421877]]",[[1.7871618362500001]],1453.38849502545
1.461,"[[1.1482421875]
 [0.9703933124999999]]","[[1.1467824375]
 [0.9869053124999999]]","[[0.00145975]
 [-0.016512]]","[[3.8913384740657815]
 [1.5883409919684217]]","[[0.05475]
 [0.9703933124999999]]","[[0.29433911732812507]
 [2.0866375283133167]]",[[1.754273116078125]],1452.91499599686
1.47,"[[1.1579368749999999]
 [0.9685466875]]","[[1.1565193125]
 [0.9855125625]]","[[0.0014175625]
 [-0.016965875]]","[[3.8941933911732813]
 [1.6091163752831332]]","[[0.052]
 [0.9685466875]]","[[0.28383929925000007]
 [2.114586214242852]]",[[1.7608926201875001]],1452.5944899661
1.47875,"[[1.1676135625]
 [0.9668021874999999]]","[[1.166254125]
 [0.9839493749999999]]","[[0.0013594375]
 [-0.017147187499999998]]","[[3.8970883929925]
 [1.6301458621424283]]","[[0.04725]
 [0.9668021874999999]]","[[0.26119557253125003]
 [2.137654502586641]]",[[1.760262516171875]],1452.94819867096
1.4875,"[[1.177273]
 [0.965086]]","[[1.175988625]
 [0.9823261249999999]]","[[0.001284375]
 [-0.017240125]]","[[3.899611955725313]
 [1.6516265450258665]]","[[0.03625]
 [0.965086]]","[[0.19890803203125004]
 [2.1180975872176253]]",[[1.7354376755]],1452.97358953502
1.49625,"[[1.1869141875]
 [0.963158]]","[[1.18572075]
 [0.980472375]]","[[0.0011934375]
 [-0.017314375]]","[[3.901489080320313]
 [1.6729309758721764]]","[[0.025249999999999998]
 [0.963158]]","[[0.13944037906250004]
 [2.12745529500875]]",[[1.7098762090000001]],1453.30863355158
1.50475,"[[1.196535]
 [0.961015125]]","[[1.195452875]
 [0.978618625]]","[[0.001082125]
 [-0.017603499999999998]]","[[3.902894403790625]
 [1.6942745529500876]]","[[0.01825]
 [0.961015125]]","[[0.10136086956250002]
 [2.134880084326172]]",[[1.6994296255312502]],1453.41308467506
1.5135,"[[1.206134125]
 [0.95881125]]","[[1.2051823124999999]
 [0.9764743124999999]]","[[0.0009518125]
 [-0.0176630625]]","[[3.904013608695625]
 [1.7155988008432619]]","[[0.01125]
 [0.95881125]]","[[0.06286660101562501]
 [2.1430705457948442]]",[[1.6887606993750002]],1452.65566110425
1.522,"[[1.2157108749999999]
 [0.9565453749999999]]","[[1.2149120624999998]
 [0.9743900624999999]]","[[0.0007988124999999999]
 [-0.017844687499999998]]","[[3.904628666010156]
 [1.7369307054579486]]","[[0.0042499999999999994]
 [0.9565453749999999]]","[[0.024086198718750004]
 [2.1683084748104147]]",[[1.678114503875]],1453.05303624434
1.5305,"[[1.2252646875]
 [0.9542189375]]","[[1.2246415]
 [0.9722457499999999]]","[[0.0006231874999999999]
 [-0.0180268125]]","[[3.904990861987187]
 [1.7586830847481043]]","[[-0.00275]
 [0.9542189375]]","[[-0.015586843250000003]
 [2.1632644278067192]]",[[1.667493806328125]],1453.37068042134
1.539,"[[1.2347949375]
 [0.9518334374999999]]","[[1.2343685625]
 [0.9698709375]]","[[0.000426375]
 [-0.018037499999999998]]","[[3.9048441315675]
 [1.7803826442780675]]","[[-0.00775]
 [0.9518334374999999]]","[[-0.04344975693750001]
 [2.1344322885774027]]",[[1.6644776229687501]],1452.19857788709
1.54725,"[[1.244301375]
 [0.9494653125]]","[[1.2438435625]
 [0.9673256874999999]]","[[0.0004578125]
 [-0.017860374999999998]]","[[3.9043155024306246]
 [1.801844322885774]]","[[-0.020999999999999998]
 [0.9494653125]]","[[-0.11636515275000002]
 [2.1043510651958792]]",[[1.628709876796875]],1451.61406963655
1.55575,"[[1.253782625]
 [0.9467899375]]","[[1.25331825]
 [0.964720375]]","[[0.000464375]
 [-0.0179304375]]","[[3.9030863484725002]
 [1.8227935106519586]]","[[-0.024]
 [0.9467899375]]","[[-0.13356427350000002]
 [2.107502919172149]]",[[1.632089358578125]],1453.28150883833
1.564,"[[1.2632375624999999]
 [0.944201]]","[[1.2627932499999999]
 [0.9621751249999999]]","[[0.0004443125]
 [-0.017974125]]","[[3.9016643572649996]
 [1.8438250291917218]]","[[-0.03525]
 [0.944201]]","[[-0.19678644951562504]
 [2.1083175662743128]]",[[1.60333390625]],1453.44533214339
1.57225,"[[1.2726654375]
 [0.9413786249999999]]","[[1.2722679375]
 [0.9595698125]]","[[0.00039749999999999996]
 [-0.0181911875]]","[[3.8997821355048443]
 [1.8648331756627432]]","[[-0.0445]
 [0.9413786249999999]]","[[-0.24841899440625004]
 [2.101960616492602]]",[[1.5818969159687502]],1453.08018501989
1.5805,"[[1.28206425]
 [0.9383999375]]","[[1.28174025]
 [0.956734]]","[[0.00032399999999999996]
 [-0.018334062499999998]]","[[3.8972658100559374]
 [1.885769606164926]]","[[-0.0455]
 [0.9383999375]]","[[-0.25662289778125]
 [2.1169354806063128]]",[[1.592262807140625]],1453.24853348798
1.5885,"[[1.2914341249999999]
 [0.9355828125]]","[[1.2912125625]
 [0.9538981875]]","[[0.0002215625]
 [-0.018315375]]","[[3.894683771022188]
 [1.9069193548060632]]","[[-0.059]
 [0.9355828125]]","[[-0.33299151600000004]
 [2.1120247540505863]]",[[1.5543661734375]],1453.40297996263
1.5965,"[[1.3007741874999998]
 [0.9324463125]]","[[1.3006845624999999]
 [0.9510023125]]","[[8.9625e-05]
 [-0.018556]]","[[3.8914200848400005]
 [1.928120247540506]]","[[-0.06625]
 [0.9324463125]]","[[-0.3750190024218751]
 [2.111187770147965]]",[[1.5399446155]],1452.26550085792
1.6045,"[[1.3100825]
 [0.929229125]]","[[1.3101541875]
 [0.9478759375]]","[[-7.16875e-05]
 [-0.0186468125]]","[[3.8877498099757815]
 [1.9491118777014798]]","[[-0.0715]
 [0.929229125]]","[[-0.4081857735312501]
 [2.121829254361008]]",[[1.533093439625]],1453.55410316324
1.6125,"[[1.319358625]
 [0.9260078125]]","[[1.3196238125]
 [0.9447495625]]","[[-0.00026518749999999996]
 [-0.018741749999999998]]","[[3.8836681422646873]
 [1.9702182925436103]]","[[-0.07675]
 [0.9260078125]]","[[-0.43567828250000007]
 [2.102508667223145]]",[[1.526389080078125]],1452.81297725645
1.62025,"[[1.3286025]
 [0.9227838749999999]]","[[1.3288413749999999]
 [0.94145275]]","[[-0.000238875]
 [-0.018668874999999998]]","[[3.8793932171749996]
 [1.9912750866722317]]","[[-0.08825]
 [0.9227838749999999]]","[[-0.4984757621406251]
 [2.0848017765534377]]",[[1.49512751609375]],1452.28773023929
1.62825,"[[1.3378129374999999]
 [0.9193143125]]","[[1.338058625]
 [0.9380958749999999]]","[[-0.0002456875]
 [-0.018781562499999998]]","[[3.8745152423785942]
 [2.0120980177655343]]","[[-0.0915]
 [0.9193143125]]","[[-0.5131049903437501]
 [2.061979714479125]]",[[1.49514364675]],1453.33223951518
1.6360000000000001,"[[1.346989]
 [0.9159135625]]","[[1.3472738125]
 [0.9345685625]]","[[-0.00028481249999999996]
 [-0.018654999999999998]]","[[3.869368950096563]
 [2.032619797144791]]","[[-0.103]
 [0.9159135625]]","[[-0.5734366186875001]
 [2.0395656518444185]]",[[1.46306156578125]],1453.11780071809
1.6435,"[[1.3561298124999999]
 [0.9122625624999999]]","[[1.3564886875]
 [0.9309811874999999]]","[[-0.000358875]
 [-0.018718625]]","[[3.863515633813125]
 [2.0528956565184444]]","[[-0.11674999999999999]
 [0.9122625624999999]]","[[-0.6534793096406252]
 [2.042348736819403]]",[[1.4218114158125001]],1452.88629959593
1.65125,"[[1.3652324375]
 [0.9082754375]]","[[1.36570325]
 [0.92733375]]","[[-0.0004708125]
 [-0.0190583125]]","[[3.8569652069035945]
 [2.073423487368194]]","[[-0.11599999999999999]
 [0.9082754375]]","[[-0.6550187805000001]
 [2.051391790526473]]",[[1.43589711965625]],1453.43063272174
1.65875,"[[1.3742963124999998]
 [0.9045066875]]","[[1.37491575]
 [0.923515875]]","[[-0.0006194375]
 [-0.0190091875]]","[[3.8504498121950004]
 [2.094013917905265]]","[[-0.1235]
 [0.9045066875]]","[[-0.6971070425312501]
 [2.0421118148272464]]",[[1.418500253625]],1453.41200323449
1.66625,"[[1.383322]
 [0.9006403749999999]]","[[1.3841279375]
 [0.9196379375]]","[[-0.0008059375]
 [-0.0189975625]]","[[3.843528929574688]
 [2.1144211181482726]]","[[-0.131]
 [0.9006403749999999]]","[[-0.7413917981250001]
 [2.038746124323555]]",[[1.4009055729375002]],1453.5081793753
1.67375,"[[1.3923085]
 [0.896676375]]","[[1.393340125]
 [0.9157599999999999]]","[[-0.001031625]
 [-0.019083625]]","[[3.8360860820187503]
 [2.1348874612432356]]","[[-0.13649999999999998]
 [0.896676375]]","[[-0.7681283354062501]
 [2.0182359904404144]]",[[1.390790060625]],1453.26895538274
1.681,"[[1.40125525]
 [0.89269075]]","[[1.40230025]
 [0.9117116249999999]]","[[-0.001045]
 [-0.019020875]]","[[3.8283187166459376]
 [2.1551823599044044]]","[[-0.14825]
 [0.89269075]]","[[-0.8312047458437501]
 [2.001931928550641]]",[[1.3564336764375]],1453.29363192902
1.68825,"[[1.4101608749999999]
 [0.888443875]]","[[1.4112600625]
 [0.9076031874999999]]","[[-0.0010991875]
 [-0.019159312499999998]]","[[3.819937952541563]
 [2.1752693192855066]]","[[-0.158]
 [0.888443875]]","[[-0.8816150360000001]
 [1.9828355924985785]]",[[1.32902753909375]],1452.90201448471
1.6955,"[[1.4190230625]
 [0.8840097499999999]]","[[1.4202175]
 [0.90326425]]","[[-0.0011944375]
 [-0.0192545]]","[[3.8111838496400003]
 [2.195078355924986]]","[[-0.1595]
 [0.8840097499999999]]","[[-0.8968611829375002]
 [1.9881839515076096]]",[[1.33250702625]],1453.17221145272
1.70275,"[[1.4278415]
 [0.879697875]]","[[1.4291749375]
 [0.8989253125]]","[[-0.0013334375]
 [-0.0192274375]]","[[3.802281388170625]
 [2.214881839515076]]","[[-0.163]
 [0.879697875]]","[[-0.9173017645625001]
 [1.98012739653143]]",[[1.328764043125]],1453.19713349377
1.70975,"[[1.4366170624999999]
 [0.8754343124999999]]","[[1.438132375]
 [0.8945863749999999]]","[[-0.0015153125]
 [-0.0191520625]]","[[3.793076982354375]
 [2.234801273965314]]","[[-0.17275]
 [0.8754343124999999]]","[[-0.9567939813593752]
 [1.939360192407645]]",[[1.3011360798593752]],1453.04318780898
1.71675,"[[1.4453490624999998]
 [0.8709816874999999]]","[[1.447087125]
 [0.889956875]]","[[-0.0017380625]
 [-0.0189751875]]","[[3.7834320601864064]
 [2.2541436019240764]]","[[-0.1805]
 [0.8709816874999999]]","[[-0.9918586797187502]
 [1.9143261327387464]]",[[1.280488719046875]],1453.53678672083
1.7237500000000001,"[[1.4540359375]
 [0.8664128124999999]]","[[1.4557921875]
 [0.8853874374999999]]","[[-0.00175625]
 [-0.018974625]]","[[3.773581413202813]
 [2.2733932613273873]]","[[-0.18825]
 [0.8664128124999999]]","[[-1.0347768356250002]
 [1.9048942348480862]]",[[1.25942815421875]],1453.38822529852
1.7305,"[[1.4626765625]
 [0.861725875]]","[[1.46449725]
 [0.880818]]","[[-0.0018206874999999998]
 [-0.019092124999999998]]","[[3.7631522316437502]
 [2.2925489423484806]]","[[-0.20024999999999998]
 [0.861725875]]","[[-1.0940831340468753]
 [1.883133216972469]]",[[1.2219157559375]],1452.25971748318
1.7375,"[[1.4712689374999999]
 [0.8567603125]]","[[1.473199625]
 [0.875958]]","[[-0.0019306875]
 [-0.019197687499999998]]","[[3.752309168659531]
 [2.3113313321697246]]","[[-0.19774999999999998]
 [0.8567603125]]","[[-1.0899654824843752]
 [1.8888171048837112]]",[[1.238179834765625]],1453.51818959321
1.744,"[[1.4798129375]
 [0.852054125]]","[[1.4819023125]
 [0.8711580624999999]]","[[-0.002089375]
 [-0.019103937499999998]]","[[3.741350345175156]
 [2.330138171048837]]","[[-0.20975]
 [0.852054125]]","[[-1.1526011709218753]
 [1.8727442995110082]]",[[1.20077193728125]],1453.25080799833
1.75075,"[[1.4883085]
 [0.84707075]]","[[1.490604375]
 [0.866238]]","[[-0.0022958749999999997]
 [-0.01916725]]","[[3.729723988290781]
 [2.34897744299511]]","[[-0.2135]
 [0.84707075]]","[[-1.1642335941250002]
 [1.8475488716887816]]",[[1.19346756675]],1453.38417497147
1.75725,"[[1.4967543125]
 [0.84211375]]","[[1.4990546875]
 [0.8612075625]]","[[-0.002300375]
 [-0.019093812499999998]]","[[3.7181076640587505]
 [2.367475488716888]]","[[-0.22349999999999998]
 [0.84211375]]","[[-1.2131390444062502]
 [1.8282588462881253]]",[[1.1627313031250002]],1452.75103209923
1.76375,"[[1.5051495625]
 [0.8369505625]]","[[1.5075046875]
 [0.8561170625]]","[[-0.002355125]
 [-0.0191665]]","[[3.7058686095559374]
 [2.3857825884628814]]","[[-0.23349999999999999]
 [0.8369505625]]","[[-1.2557623870625003]
 [1.8003378341228011]]",[[1.131462179484375]],1453.15919959024
1.77025,"[[1.513492125]
 [0.8315800624999999]]","[[1.5159523124999998]
 [0.8507960625]]","[[-0.0024601874999999997]
 [-0.019216]]","[[3.6931923761293755]
 [2.403753378341228]]","[[-0.23324999999999999]
 [0.8315800624999999]]","[[-1.2609766882031253]
 [1.7981387704772425]]",[[1.137460012734375]],1452.87884099983
1.7765,"[[1.5217818125]
 [0.8263753125]]","[[1.5243999375]
 [0.8454750624999999]]","[[-0.002618125]
 [-0.01909975]]","[[3.6806402331179684]
 [2.4217313877047726]]","[[-0.24325]
 [0.8263753125]]","[[-1.3090379405468753]
 [1.778731231499883]]",[[1.105931975546875]],1453.31212712822
1.78275,"[[1.530018375]
 [0.8209614375]]","[[1.5328472499999999]
 [0.840094]]","[[-0.002828875]
 [-0.0191325625]]","[[3.6676596205945313]
 [2.439537312314999]]","[[-0.24925]
 [0.8209614375]]","[[-1.3282892822031251]
 [1.7499014699900628]]",[[1.08854873928125]],1453.45464637354
1.7890000000000001,"[[1.5382004999999999]
 [0.8154826875]]","[[1.5410424999999999]
 [0.8345425]]","[[-0.002842]
 [-0.0190598125]]","[[3.654467107177969]
 [2.4569990146999006]]","[[-0.25525]
 [0.8154826875]]","[[-1.3541304920781252]
 [1.7303849468465629]]",[[1.0708298381875]],1452.7468062561
1.795,"[[1.5463274999999999]
 [0.809937]]","[[1.5492377499999999]
 [0.8289909999999999]]","[[-0.00291025]
 [-0.019053999999999998]]","[[3.6409586950792194]
 [2.4743038494684653]]","[[-0.26125]
 [0.809937]]","[[-1.3872672171875002]
 [1.7202369890075628]]",[[1.0527753722500002]],1453.55072300642
1.80125,"[[1.5543986875]
 [0.8043223749999999]]","[[1.5574326875]
 [0.8233794375]]","[[-0.003034]
 [-0.0190570625]]","[[3.627127327828125]
 [2.4914523698900757]]","[[-0.26525]
 [0.8043223749999999]]","[[-1.4121478139843753]
 [1.7127272323443519]]",[[1.0418411348125]],1453.49627960575
1.807,"[[1.56241375]
 [0.798710625]]","[[1.5656279375]
 [0.8178279374999999]]","[[-0.0032141875]
 [-0.0191173125]]","[[3.613128521860156]
 [2.5086272723234435]]","[[-0.27749999999999997]
 [0.798710625]]","[[-1.4658176282812503]
 [1.6874833109614455]]",[[1.00108840546875]],1453.08498621053
1.813,"[[1.57037125]
 [0.7928065624999999]]","[[1.5738201875]
 [0.8119258125]]","[[-0.0034489374999999997]
 [-0.01911925]]","[[3.5985918237171877]
 [2.5256248331096147]]","[[-0.27325]
 [0.7928065624999999]]","[[-1.4489440232187503]
 [1.6814805828481643]]",[[1.0189428485937502]],1453.47742564498
1.81875,"[[1.5782711875]
 [0.7871961249999999]]","[[1.5817630624999999]
 [0.8061438125]]","[[-0.0034918749999999998]
 [-0.018947687499999998]]","[[3.5840105597678127]
 [2.542314805828482]]","[[-0.2855]
 [0.7871961249999999]]","[[-1.4979997283750002]
 [1.652043440559344]]",[[0.97801734878125]],1453.11238871439
1.8245,"[[1.5861135]
 [0.7812916249999999]]","[[1.589705625]
 [0.8003017499999999]]","[[-0.003592125]
 [-0.019010125]]","[[3.5690200027162504]
 [2.5587704344055937]]","[[-0.2875]
 [0.7812916249999999]]","[[-1.4944395367187502]
 [1.6243750186525316]]",[[0.9730424454687501]],1452.5653666626
1.83,"[[1.593897125]
 [0.77545475]]","[[1.5976458125]
 [0.7942291874999999]]","[[-0.0037486875]
 [-0.018774437499999998]]","[[3.5540556046328122]
 [2.574993750186525]]","[[-0.304]
 [0.77545475]]","[[-1.5599341050000002]
 [1.5915541368005783]]",[[0.9163799812500001]],1452.50988714596
1.8355000000000001,"[[1.6016201875]
 [0.7691724999999999]]","[[1.6055856874999999]
 [0.7880965624999999]]","[[-0.003965499999999999]
 [-0.018924062499999998]]","[[3.53840065895]
 [2.5909155413680063]]","[[-0.304]
 [0.7691724999999999]]","[[-1.5566879740000004]
 [1.5753750793743753]]",[[0.9172219475000001]],1453.3548590576
